trial	index_traj	path	mean_side	mean_val	sd	last_visibl_side	f_missing_pos	last_visibl_center_dist[deg]	response	RT	fix_start_time	dot_mvt_start_time	last_dot_time	button_pressed_time	line_cross_time	early_response (t/f)	rest_time	end_time	start_exp_time	time_from_start [ces]
0	56	iid	left	-0.974	2.955	right	9	5.179	-1	2546	0	307	1522	4068	1612	0	75	5070	95105.0	103.3
1	37	iid	left	-1.988	5.494	left	30	-5.674	-1	235	0	303	1367	1602	1617	1	250	2604		108.382
2	67	iid	left	-1.011	3.712	right	14	2.576	-1	31	0	303	1485	1516	1602	1	117	2517		110.993
3	79	iid	left	-2.149	4.637	right	22	6.019	-1	136	1	310	1442	1578	1625	1	183	2579		113.517
4	80	iid	left	-1.134	4.973	right	25	3.726	1	227	0	303	1381	1608	1601	0	208	2610		116.104
5	188	iid	right	2.822	5.379	right	29	8.417	1	125	1	303	1361	1486	1603	1	242	2488		118.721
6	183	iid	right	2.547	5.207	right	27	4.706	1	187	0	302	1369	1556	1594	1	225	2558		121.216
7	10	iid	left	-1.646	3.03	left	9	-6.579	-1	2860	0	301	1536	4396	1629	0	75	5398		123.779
8	128	iid	right	0.87	4.088	left	17	-2.599	1	255	0	302	1441	1696	1596	0	142	2697		129.185
9	62	iid	left	-1.05	3.553	right	13	3.169	-1	179	0	303	1499	1678	1619	0	108	2680		131.89
10	65	iid	left	-2.055	3.917	right	16	5.82	-1	162	0	302	1440	1602	1588	0	133	2603		134.577
11	17	iid	left	-2.376	3.95	left	16	-7.381	-1	54	0	303	1449	1503	1582	1	133	2505		137.188
12	133	iid	right	1.014	5.344	left	29	-3.279	1	264	0	302	1351	1615	1608	0	242	2617		139.7
13	195	iid	right	0.81	6.405	right	41	10.068	1	498	0	302	1255	1753	1609	0	342	2755		142.325
14	146	iid	right	1.995	6.028	left	36	-3.041	1	177	0	302	1305	1482	1605	1	300	2483		145.089
15	38	iid	left	-2.822	5.379	left	29	-8.417	1	3884	0	302	1352	5236	1606	0	242	6238		147.58
16	173	iid	right	2.217	4.012	right	16	3.328	-1	3995	0	303	1476	5471	1621	0	133	6473		153.825
17	149	iid	right	1.186	6.295	left	40	-3.668	-1	235	0	303	1275	1510	1608	1	333	2512		160.306
18	93	iid	left	-1.486	6.421	right	41	8.888	-1	311	0	302	1246	1557	1588	1	342	2559		162.826
19	29	iid	left	-1.621	4.376	left	19	-14.001	-1	114	0	303	1457	1571	1615	1	158	2573		165.393
20	0	iid	left	-1.672	2.125	left	5	-3.182	-1	3247	0	302	1547	4794	1598	0	42	5795		167.974
21	2	iid	left	-2.413	2.537	left	6	-6.728	-1	2596	0	302	1548	4144	1610	0	50	5146		173.777
22	122	iid	right	1.283	4.911	left	24	-3.587	1	110	0	302	1390	1500	1590	1	200	2502		178.931
23	180	iid	right	1.432	5.195	right	27	7.161	1	259	0	302	1356	1615	1593	0	225	2616		181.441
24	95	iid	left	-1.969	6.295	right	40	10.722	-1	283	0	302	1259	1542	1592	1	333	2543		184.065
25	121	iid	right	1.764	4.73	left	22	-2.728	1	194	0	302	1422	1616	1616	0	183	2617		186.616
26	185	iid	right	2.32	5.071	right	26	7.877	1	264	0	302	1376	1640	1605	0	217	2641		189.243
27	39	iid	left	-2.719	5.571	left	31	-10.583	-1	195	0	302	1329	1524	1587	1	258	2526		191.893
28	66	iid	left	-2.091	3.596	right	13	5.348	-1	135	0	302	1479	1614	1599	0	108	2616		194.427
29	19	iid	left	-1.394	3.481	left	12	-5.649	-1	93	0	301	1471	1564	1571	1	100	2566		197.051
30	11	iid	left	-1.454	3.202	left	10	-2.972	-1	85	0	303	1500	1585	1583	1	83	2587		199.625
31	45	iid	left	-0.81	6.405	left	41	-10.068	-1	342	0	304	1261	1603	1603	1	342	2606		202.22
32	41	iid	left	-2.078	6.196	left	38	-11.804	-1	251	0	303	1283	1534	1600	1	317	2536		204.833
33	92	iid	left	-1.12	6.035	right	36	5.179	-1	206	0	302	1298	1504	1598	1	300	2505		207.378
34	168	iid	right	1.853	3.209	right	10	4.809	1	2172	0	303	1520	3692	1618	0	83	4694		209.892
35	1	iid	left	-1.432	2.804	left	8	-3.469	1	3050	0	303	1539	4589	1622	0	67	5591		214.594
36	57	iid	left	-2.189	2.964	right	9	2.592	-1	46	0	303	1522	1568	1597	1	75	2569		220.194
37	189	iid	right	2.719	5.571	right	31	10.583	1	169	0	308	1363	1532	1621	1	258	2533		222.771
38	151	iid	right	1.432	2.804	right	8	3.469	1	46	0	303	1532	1578	1599	1	67	2580		225.314
39	167	iid	right	2.376	3.95	right	16	7.381	1	1132	0	302	1454	2586	1597	0	133	3588		227.902
40	116	iid	right	2.091	3.596	left	13	-5.348	1	202	0	302	1468	1670	1588	0	108	2671		231.497
41	138	iid	right	1.027	5.533	left	31	-3.742	-1	325	1	303	1337	1662	1606	0	258	2664		234.177
42	155	iid	right	2.123	2.129	right	5	3.169	1	37	0	302	1541	1578	1583	1	42	2579		236.849
43	82	iid	left	-0.915	5.411	right	29	4.576	1	108	1	309	1361	1469	1603	1	242	2470		239.438
44	160	iid	right	1.646	3.03	right	9	6.579	1	124	0	302	1496	1620	1583	0	75	2622		241.917
45	181	iid	right	2.689	5.667	right	33	13.897	1	216	0	303	1300	1516	1575	1	275	2518		244.547
46	171	iid	right	2.081	4.839	right	24	11.931	1	72	0	302	1400	1472	1600	1	200	2473		247.073
47	12	iid	left	-1.311	3.437	left	12	-3.281	-1	1116	0	302	1495	2611	1612	0	100	3613		249.556
48	55	iid	left	-1.076	2.085	right	4	4.474	1	91	0	302	1571	1662	1616	0	33	2663		253.178
49	77	iid	left	-1.239	4.403	right	19	7.711	-1	170	0	301	1419	1589	1588	0	158	2593		255.848
50	56	rdw	left	-0.974	2.955	right	9	5.179	1	1758	0	302	1514	3272	1598	0	75	4274		258.45
51	37	rdw	left	-1.988	5.494	left	30	-5.674	-1	204	0	303	1347	1551	1597	1	250	2553		274.834
52	67	rdw	left	-1.011	3.712	right	14	2.576	1	55	0	303	1478	1533	1595	1	117	2535		277.395
53	79	rdw	left	-2.149	4.637	right	22	6.019	1	183	0	303	1401	1584	1584	1	183	2585		279.939
54	80	rdw	left	-1.134	4.973	right	25	3.726	1	117	0	302	1383	1500	1591	1	208	2501		282.533
55	188	rdw	right	2.822	5.379	right	29	8.417	1	112	0	302	1335	1447	1577	1	242	2448		285.043
56	183	rdw	right	2.547	5.207	right	27	4.706	1	178	0	302	1352	1530	1577	1	225	2533		287.501
57	10	rdw	left	-1.646	3.03	left	9	-6.579	1	19	0	303	1532	1551	1607	1	75	2552		290.043
58	128	rdw	right	0.87	4.088	left	17	-2.599	-1	121	0	309	1483	1604	1625	1	142	2605		292.604
59	62	rdw	left	-1.05	3.553	right	13	3.169	1	181	1	303	1468	1649	1587	0	108	2651		295.218
60	65	rdw	left	-2.055	3.917	right	16	5.82	1	160	0	302	1482	1642	1627	0	133	2644		297.878
61	17	rdw	left	-2.376	3.95	left	16	-7.381	-1	78	0	301	1475	1553	1608	1	133	2555		300.531
62	133	rdw	right	1.014	5.344	left	29	-3.279	-1	283	0	303	1341	1624	1599	0	242	2626		303.095
